word,source,band,tier,in_tangocho,jp
the,NGSL,1000,T1,,
themselves,NGSL,1000,T1,,
then,NGSL,1000,T1,,
theory,NGSL,1000,T1,,
there,NGSL,1000,T1,,
therefore,NGSL,1000,T1,,
they,NGSL,1000,T1,,
thing,NGSL,1000,T1,,
think,NGSL,1000,T1,,
this,NGSL,1000,T1,,
though,NGSL,1000,T1,,
through,NGSL,1000,T1,,
throughout,NGSL,1000,T1,,
throw,NGSL,1000,T1,,
thus,NGSL,1000,T1,,
time,NGSL,1000,T1,,
to,NGSL,1000,T1,,
today,NGSL,1000,T1,,
together,NGSL,1000,T1,,
tomorrow,NGSL,1000,T1,,
too,NGSL,1000,T1,,
top,NGSL,1000,T1,,
total,NGSL,1000,T1,,
touch,NGSL,1000,T1,,
toward,NGSL,1000,T1,,
town,NGSL,1000,T1,,
track,NGSL,1000,T1,,
trade,NGSL,1000,T1,,
traditional,NGSL,1000,T1,,
train,NGSL,1000,T1,,
travel,NGSL,1000,T1,,
treat,NGSL,1000,T1,,
treatment,NGSL,1000,T1,,
tree,NGSL,1000,T1,,
trip,NGSL,1000,T1,,
trouble,NGSL,1000,T1,,
true,NGSL,1000,T1,,
try,NGSL,1000,T1,,
turn,NGSL,1000,T1,,
type,NGSL,1000,T1,,
unclear,NGSL,1000,T1,,
under,NGSL,1000,T1,,
understand,NGSL,1000,T1,,
unit,NGSL,1000,T1,,
university,NGSL,1000,T1,,
until,NGSL,1000,T1,,
up,NGSL,1000,T1,,
upon,NGSL,1000,T1,,
use,NGSL,1000,T1,,
useful,NGSL,1000,T1,,
usually,NGSL,1000,T1,,
value,NGSL,1000,T1,,
variety,NGSL,1000,T1,,
various,NGSL,1000,T1,,
version,NGSL,1000,T1,,
very,NGSL,1000,T1,,
view,NGSL,1000,T1,,
village,NGSL,1000,T1,,
visit,NGSL,1000,T1,,
voice,NGSL,1000,T1,,
vote,NGSL,1000,T1,,
wait,NGSL,1000,T1,,
walk,NGSL,1000,T1,,
wall,NGSL,1000,T1,,
want,NGSL,1000,T1,,
war,NGSL,1000,T1,,
watch,NGSL,1000,T1,,
water,NGSL,1000,T1,,
way,NGSL,1000,T1,,
we,NGSL,1000,T1,,
wear,NGSL,1000,T1,,
week,NGSL,1000,T1,,
weekend,NGSL,1000,T1,,
weight,NGSL,1000,T1,,
welcome,NGSL,1000,T1,,
well,NGSL,1000,T1,,
what,NGSL,1000,T1,,
whatever,NGSL,1000,T1,,
when,NGSL,1000,T1,,
where,NGSL,1000,T1,,
whether,NGSL,1000,T1,,
which,NGSL,1000,T1,,
while,NGSL,1000,T1,,
white,NGSL,1000,T1,,
who,NGSL,1000,T1,,
whole,NGSL,1000,T1,,
why,NGSL,1000,T1,,
wide,NGSL,1000,T1,,
wife,NGSL,1000,T1,,
will,NGSL,1000,T1,,
win,NGSL,1000,T1,,
window,NGSL,1000,T1,,
wish,NGSL,1000,T1,,
with,NGSL,1000,T1,,
within,NGSL,1000,T1,,
without,NGSL,1000,T1,,
woman,NGSL,1000,T1,,
wonder,NGSL,1000,T1,,
word,NGSL,1000,T1,,
work,NGSL,1000,T1,,
worker,NGSL,1000,T1,,
world,NGSL,1000,T1,,
worry,NGSL,1000,T1,,
worth,NGSL,1000,T1,,
would,NGSL,1000,T1,,
write,NGSL,1000,T1,,
wrong,NGSL,1000,T1,,
yeah,NGSL,1000,T1,,
year,NGSL,1000,T1,,
yes,NGSL,1000,T1,,
yesterday,NGSL,1000,T1,,
yet,NGSL,1000,T1,,
you,NGSL,1000,T1,,
young,NGSL,1000,T1,,
yourself,NGSL,1000,T1,,
abandon,NGSL,2000,T2,,
abroad,NGSL,2000,T2,,
absence,NGSL,2000,T2,,
absolutely,NGSL,2000,T2,,
abuse,NGSL,2000,T2,,
academic,NGSL,2000,T2,,
accident,NGSL,2000,T2,,
accommodation,NGSL,2000,T2,,
accompany,NGSL,2000,T2,,
accuse,NGSL,2000,T2,,
achievement,NGSL,2000,T2,,
acknowledge,NGSL,2000,T2,,
acquire,NGSL,2000,T2,,
active,NGSL,2000,T2,,
actor,NGSL,2000,T2,,
actual,NGSL,2000,T2,,
ad,NGSL,2000,T2,,
additional,NGSL,2000,T2,,
administration,NGSL,2000,T2,,
admit,NGSL,2000,T2,,
adopt,NGSL,2000,T2,,
advertise,NGSL,2000,T2,,
advertisement,NGSL,2000,T2,,
advice,NGSL,2000,T2,,
advise,NGSL,2000,T2,,
affair,NGSL,2000,T2,,
afford,NGSL,2000,T2,,
afraid,NGSL,2000,T2,,
aid,NGSL,2000,T2,,
aircraft,NGSL,2000,T2,,
alive,NGSL,2000,T2,,
alternative,NGSL,2000,T2,,
amaze,NGSL,2000,T2,,
analyze,NGSL,2000,T2,,
ancient,NGSL,2000,T2,,
angry,NGSL,2000,T2,,
announce,NGSL,2000,T2,,
annual,NGSL,2000,T2,,
anybody,NGSL,2000,T2,,
anywhere,NGSL,2000,T2,,
apart,NGSL,2000,T2,,
apparently,NGSL,2000,T2,,
appeal,NGSL,2000,T2,,
appearance,NGSL,2000,T2,,
appoint,NGSL,2000,T2,,
appointment,NGSL,2000,T2,,
appreciate,NGSL,2000,T2,,
appropriate,NGSL,2000,T2,,
approve,NGSL,2000,T2,,
approximately,NGSL,2000,T2,,
arise,NGSL,2000,T2,,
army,NGSL,2000,T2,,
arrange,NGSL,2000,T2,,
arrangement,NGSL,2000,T2,,
arrest,NGSL,2000,T2,,
artist,NGSL,2000,T2,,
aside,NGSL,2000,T2,,
assess,NGSL,2000,T2,,
assessment,NGSL,2000,T2,,
asset,NGSL,2000,T2,,
assistant,NGSL,2000,T2,,
association,NGSL,2000,T2,,
assumption,NGSL,2000,T2,,
atmosphere,NGSL,2000,T2,,
attach,NGSL,2000,T2,,
attitude,NGSL,2000,T2,,
attract,NGSL,2000,T2,,
attractive,NGSL,2000,T2,,
audience,NGSL,2000,T2,,
award,NGSL,2000,T2,,
aware,NGSL,2000,T2,,
background,NGSL,2000,T2,,
bag,NGSL,2000,T2,,
ball,NGSL,2000,T2,,
ban,NGSL,2000,T2,,
band,NGSL,2000,T2,,
basically,NGSL,2000,T2,,
battle,NGSL,2000,T2,,
beach,NGSL,2000,T2,,
beat,NGSL,2000,T2,,
beauty,NGSL,2000,T2,,
bedroom,NGSL,2000,T2,,
belief,NGSL,2000,T2,,
belong,NGSL,2000,T2,,
besides,NGSL,2000,T2,,
bet,NGSL,2000,T2,,
bike,NGSL,2000,T2,,
bind,NGSL,2000,T2,,
bird,NGSL,2000,T2,,
birth,NGSL,2000,T2,,
blame,NGSL,2000,T2,,
block,NGSL,2000,T2,,
blood,NGSL,2000,T2,,
blow,NGSL,2000,T2,,
boat,NGSL,2000,T2,,
bomb,NGSL,2000,T2,,
bond,NGSL,2000,T2,,
bone,NGSL,2000,T2,,
border,NGSL,2000,T2,,
bore,NGSL,2000,T2,,
borrow,NGSL,2000,T2,,
boss,NGSL,2000,T2,,
bother,NGSL,2000,T2,,
bottle,NGSL,2000,T2,,
bottom,NGSL,2000,T2,,
brain,NGSL,2000,T2,,
branch,NGSL,2000,T2,,
brand,NGSL,2000,T2,,
breakfast,NGSL,2000,T2,,
breast,NGSL,2000,T2,,
breath,NGSL,2000,T2,,
breathe,NGSL,2000,T2,,
bridge,NGSL,2000,T2,,
brief,NGSL,2000,T2,,
bright,NGSL,2000,T2,,
broad,NGSL,2000,T2,,
brown,NGSL,2000,T2,,
budget,NGSL,2000,T2,,
burn,NGSL,2000,T2,,
busy,NGSL,2000,T2,,
calculate,NGSL,2000,T2,,
calm,NGSL,2000,T2,,
camera,NGSL,2000,T2,,
camp,NGSL,2000,T2,,
cancer,NGSL,2000,T2,,
capable,NGSL,2000,T2,,
capacity,NGSL,2000,T2,,
capture,NGSL,2000,T2,,
careful,NGSL,2000,T2,,
carefully,NGSL,2000,T2,,
cash,NGSL,2000,T2,,
cast,NGSL,2000,T2,,
cat,NGSL,2000,T2,,
category,NGSL,2000,T2,,
celebrate,NGSL,2000,T2,,
chain,NGSL,2000,T2,,
chair,NGSL,2000,T2,,
chairman,NGSL,2000,T2,,
channel,NGSL,2000,T2,,
chapter,NGSL,2000,T2,,
characteristic,NGSL,2000,T2,,
chart,NGSL,2000,T2,,
cheap,NGSL,2000,T2,,
chemical,NGSL,2000,T2,,
chief,NGSL,2000,T2,,
childhood,NGSL,2000,T2,,
chip,NGSL,2000,T2,,
circle,NGSL,2000,T2,,
circumstance,NGSL,2000,T2,,
citizen,NGSL,2000,T2,,
civil,NGSL,2000,T2,,
classic,NGSL,2000,T2,yes,〈芸術品などが〉第一級の、最高水準の、極めて重要な
climate,NGSL,2000,T2,,
climb,NGSL,2000,T2,,
closely,NGSL,2000,T2,,
coach,NGSL,2000,T2,,
coast,NGSL,2000,T2,,
coat,NGSL,2000,T2,,
code,NGSL,2000,T2,,
coffee,NGSL,2000,T2,,
collapse,NGSL,2000,T2,,
colleague,NGSL,2000,T2,,
collect,NGSL,2000,T2,,
collection,NGSL,2000,T2,,
column,NGSL,2000,T2,,
combination,NGSL,2000,T2,,
combine,NGSL,2000,T2,,
comfort,NGSL,2000,T2,,
comfortable,NGSL,2000,T2,,
command,NGSL,2000,T2,yes,〜を制する、支配する
commercial,NGSL,2000,T2,,
commission,NGSL,2000,T2,,
commit,NGSL,2000,T2,,
commitment,NGSL,2000,T2,,
committee,NGSL,2000,T2,,
communicate,NGSL,2000,T2,,
comparison,NGSL,2000,T2,,
compete,NGSL,2000,T2,,
competitive,NGSL,2000,T2,,
complain,NGSL,2000,T2,,
complaint,NGSL,2000,T2,,
complex,NGSL,2000,T2,,
complicate,NGSL,2000,T2,,
component,NGSL,2000,T2,,
concentrate,NGSL,2000,T2,,
concentration,NGSL,2000,T2,,
concept,NGSL,2000,T2,,
concert,NGSL,2000,T2,,
conclude,NGSL,2000,T2,,
conduct,NGSL,2000,T2,,
confidence,NGSL,2000,T2,,
confirm,NGSL,2000,T2,,
conflict,NGSL,2000,T2,,
confuse,NGSL,2000,T2,,
connect,NGSL,2000,T2,,
connection,NGSL,2000,T2,,
consequence,NGSL,2000,T2,,
conservative,NGSL,2000,T2,,
considerable,NGSL,2000,T2,,
consideration,NGSL,2000,T2,,
consist,NGSL,2000,T2,,
consistent,NGSL,2000,T2,,
constant,NGSL,2000,T2,,
construct,NGSL,2000,T2,,
construction,NGSL,2000,T2,,
consumer,NGSL,2000,T2,,
content,NGSL,2000,T2,,
context,NGSL,2000,T2,,
contrast,NGSL,2000,T2,,
contribute,NGSL,2000,T2,,
contribution,NGSL,2000,T2,,
convention,NGSL,2000,T2,,
convince,NGSL,2000,T2,,
cook,NGSL,2000,T2,,
cool,NGSL,2000,T2,,
cope,NGSL,2000,T2,,
copy,NGSL,2000,T2,,
core,NGSL,2000,T2,,
corner,NGSL,2000,T2,,
corporate,NGSL,2000,T2,,
corporation,NGSL,2000,T2,,
correct,NGSL,2000,T2,,
council,NGSL,2000,T2,,
count,NGSL,2000,T2,,
county,NGSL,2000,T2,,
crash,NGSL,2000,T2,,
creation,NGSL,2000,T2,,
crime,NGSL,2000,T2,,
criminal,NGSL,2000,T2,,
crisis,NGSL,2000,T2,,
criterion,NGSL,2000,T2,,
critic,NGSL,2000,T2,,
critical,NGSL,2000,T2,,
criticism,NGSL,2000,T2,,
crop,NGSL,2000,T2,,
crowd,NGSL,2000,T2,,
crucial,NGSL,2000,T2,,
cry,NGSL,2000,T2,,
cultural,NGSL,2000,T2,,
cup,NGSL,2000,T2,,
currently,NGSL,2000,T2,,
cycle,NGSL,2000,T2,,
dad,NGSL,2000,T2,,
danger,NGSL,2000,T2,,
dangerous,NGSL,2000,T2,,
dear,NGSL,2000,T2,,
debt,NGSL,2000,T2,,
decade,NGSL,2000,T2,,
declare,NGSL,2000,T2,,
decline,NGSL,2000,T2,,
decrease,NGSL,2000,T2,,
defeat,NGSL,2000,T2,,
defend,NGSL,2000,T2,,
defense,NGSL,2000,T2,,
definitely,NGSL,2000,T2,,
definition,NGSL,2000,T2,,
delay,NGSL,2000,T2,,
delight,NGSL,2000,T2,,
deliver,NGSL,2000,T2,,
delivery,NGSL,2000,T2,,
democracy,NGSL,2000,T2,,
demonstrate,NGSL,2000,T2,,
deny,NGSL,2000,T2,,
derive,NGSL,2000,T2,,
description,NGSL,2000,T2,,
deserve,NGSL,2000,T2,,
desire,NGSL,2000,T2,,
desk,NGSL,2000,T2,,
destroy,NGSL,2000,T2,,
device,NGSL,2000,T2,,
diet,NGSL,2000,T2,,
differ,NGSL,2000,T2,,
dinner,NGSL,2000,T2,,
directly,NGSL,2000,T2,,
disappear,NGSL,2000,T2,,
disappoint,NGSL,2000,T2,,
discipline,NGSL,2000,T2,,
discount,NGSL,2000,T2,,
dish,NGSL,2000,T2,,
disk,NGSL,2000,T2,,
display,NGSL,2000,T2,,
distance,NGSL,2000,T2,,
distinguish,NGSL,2000,T2,,
distribute,NGSL,2000,T2,,
district,NGSL,2000,T2,,
divide,NGSL,2000,T2,,
division,NGSL,2000,T2,,
domestic,NGSL,2000,T2,,
double,NGSL,2000,T2,,
dozen,NGSL,2000,T2,,
draft,NGSL,2000,T2,,
drama,NGSL,2000,T2,,
dramatic,NGSL,2000,T2,,
driver,NGSL,2000,T2,,
dry,NGSL,2000,T2,,
duty,NGSL,2000,T2,,
ear,NGSL,2000,T2,,
earth,NGSL,2000,T2,,
east,NGSL,2000,T2,,
edge,NGSL,2000,T2,,
editor,NGSL,2000,T2,,
educate,NGSL,2000,T2,,
educational,NGSL,2000,T2,,
effective,NGSL,2000,T2,,
effectively,NGSL,2000,T2,,
efficient,NGSL,2000,T2,,
egg,NGSL,2000,T2,,
elect,NGSL,2000,T2,,
electronic,NGSL,2000,T2,,
element,NGSL,2000,T2,yes,〔化学〕元素
elsewhere,NGSL,2000,T2,,
email,NGSL,2000,T2,,
emerge,NGSL,2000,T2,,
emergency,NGSL,2000,T2,,
emotion,NGSL,2000,T2,,
emotional,NGSL,2000,T2,,
emphasize,NGSL,2000,T2,,
employ,NGSL,2000,T2,,
employer,NGSL,2000,T2,,
employment,NGSL,2000,T2,,
empty,NGSL,2000,T2,,
enable,NGSL,2000,T2,,
encounter,NGSL,2000,T2,,
enemy,NGSL,2000,T2,,
engage,NGSL,2000,T2,,
engine,NGSL,2000,T2,,
engineer,NGSL,2000,T2,,
enhance,NGSL,2000,T2,,
enormous,NGSL,2000,T2,,
ensure,NGSL,2000,T2,,
entire,NGSL,2000,T2,,
entirely,NGSL,2000,T2,,
entry,NGSL,2000,T2,,
environmental,NGSL,2000,T2,,
equal,NGSL,2000,T2,,
equally,NGSL,2000,T2,,
equipment,NGSL,2000,T2,,
error,NGSL,2000,T2,,
escape,NGSL,2000,T2,,
essential,NGSL,2000,T2,,
estate,NGSL,2000,T2,yes,財産、所有財 / 遺産 / 身分、階級
eventually,NGSL,2000,T2,,
everywhere,NGSL,2000,T2,,
examination,NGSL,2000,T2,,
examine,NGSL,2000,T2,,
excellent,NGSL,2000,T2,,
exception,NGSL,2000,T2,,
exchange,NGSL,2000,T2,,
excite,NGSL,2000,T2,,
excuse,NGSL,2000,T2,,
executive,NGSL,2000,T2,,
exhibit,NGSL,2000,T2,,
exhibition,NGSL,2000,T2,,
existence,NGSL,2000,T2,,
expand,NGSL,2000,T2,,
expectation,NGSL,2000,T2,,
expense,NGSL,2000,T2,,
expensive,NGSL,2000,T2,,
experiment,NGSL,2000,T2,,
expert,NGSL,2000,T2,,
explanation,NGSL,2000,T2,,
explore,NGSL,2000,T2,,
export,NGSL,2000,T2,,
expose,NGSL,2000,T2,,
expression,NGSL,2000,T2,,
extent,NGSL,2000,T2,,
extra,NGSL,2000,T2,,
extreme,NGSL,2000,T2,,
extremely,NGSL,2000,T2,,
factory,NGSL,2000,T2,,
failure,NGSL,2000,T2,,
fair,NGSL,2000,T2,,
fairly,NGSL,2000,T2,,
faith,NGSL,2000,T2,,
familiar,NGSL,2000,T2,,
famous,NGSL,2000,T2,,
fan,NGSL,2000,T2,yes,〈感情・喧嘩などを〉あおる、かき立てる
farm,NGSL,2000,T2,,
farmer,NGSL,2000,T2,,
fashion,NGSL,2000,T2,,
fat,NGSL,2000,T2,,
fault,NGSL,2000,T2,,
favor,NGSL,2000,T2,,
federal,NGSL,2000,T2,,
fee,NGSL,2000,T2,,
feed,NGSL,2000,T2,,
fellow,NGSL,2000,T2,,
finance,NGSL,2000,T2,,
finger,NGSL,2000,T2,,
flat,NGSL,2000,T2,,
flight,NGSL,2000,T2,,
flow,NGSL,2000,T2,,
flower,NGSL,2000,T2,,
folk,NGSL,2000,T2,,
football,NGSL,2000,T2,,
forest,NGSL,2000,T2,,
formal,NGSL,2000,T2,,
forth,NGSL,2000,T2,,
frame,NGSL,2000,T2,,
freedom,NGSL,2000,T2,,
freeze,NGSL,2000,T2,,
frequently,NGSL,2000,T2,,
fresh,NGSL,2000,T2,,
friendly,NGSL,2000,T2,,
fruit,NGSL,2000,T2,,
fuel,NGSL,2000,T2,,
fully,NGSL,2000,T2,,
fundamental,NGSL,2000,T2,,
funny,NGSL,2000,T2,,
furthermore,NGSL,2000,T2,,
gap,NGSL,2000,T2,,
gas,NGSL,2000,T2,,
gather,NGSL,2000,T2,,
gene,NGSL,2000,T2,,
generate,NGSL,2000,T2,,
gentleman,NGSL,2000,T2,,
gift,NGSL,2000,T2,,
glad,NGSL,2000,T2,,
glass,NGSL,2000,T2,,
global,NGSL,2000,T2,,
gold,NGSL,2000,T2,,
grade,NGSL,2000,T2,,
graduate,NGSL,2000,T2,,
grant,NGSL,2000,T2,,
grateful,NGSL,2000,T2,,
gray,NGSL,2000,T2,,
guarantee,NGSL,2000,T2,,
guard,NGSL,2000,T2,,
guest,NGSL,2000,T2,,
guide,NGSL,2000,T2,,
gun,NGSL,2000,T2,,
habit,NGSL,2000,T2,,
hall,NGSL,2000,T2,,
handle,NGSL,2000,T2,,
hang,NGSL,2000,T2,,
hardly,NGSL,2000,T2,,
hat,NGSL,2000,T2,,
hate,NGSL,2000,T2,,
healthy,NGSL,2000,T2,,
heat,NGSL,2000,T2,,
heavy,NGSL,2000,T2,,
hell,NGSL,2000,T2,,
helpful,NGSL,2000,T2,,
hi,NGSL,2000,T2,,
hide,NGSL,2000,T2,,
highlight,NGSL,2000,T2,,
highly,NGSL,2000,T2,,
hill,NGSL,2000,T2,,
hire,NGSL,2000,T2,,
historical,NGSL,2000,T2,,
hole,NGSL,2000,T2,,
honor,NGSL,2000,T2,,
horse,NGSL,2000,T2,,
host,NGSL,2000,T2,yes,大勢、大群、多数の / 軍、軍勢
household,NGSL,2000,T2,,
hunt,NGSL,2000,T2,,
hurt,NGSL,2000,T2,,
ice,NGSL,2000,T2,,
ideal,NGSL,2000,T2,,
identity,NGSL,2000,T2,,
ignore,NGSL,2000,T2,,
ill,NGSL,2000,T2,,
illness,NGSL,2000,T2,,
illustrate,NGSL,2000,T2,,
immediate,NGSL,2000,T2,,
implement,NGSL,2000,T2,,
implication,NGSL,2000,T2,,
imply,NGSL,2000,T2,yes,〈物・事・言葉などが〉・・・を含む、必ず伴う、含蓄する
import,NGSL,2000,T2,,
importance,NGSL,2000,T2,,
impose,NGSL,2000,T2,,
impossible,NGSL,2000,T2,,
impression,NGSL,2000,T2,,
improvement,NGSL,2000,T2,,
incident,NGSL,2000,T2,,
increasingly,NGSL,2000,T2,,
independent,NGSL,2000,T2,,
index,NGSL,2000,T2,,
industrial,NGSL,2000,T2,,
inform,NGSL,2000,T2,,
initial,NGSL,2000,T2,,
initiative,NGSL,2000,T2,,
injury,NGSL,2000,T2,,
insist,NGSL,2000,T2,,
install,NGSL,2000,T2,,
institution,NGSL,2000,T2,,
instruction,NGSL,2000,T2,,
instrument,NGSL,2000,T2,,
insurance,NGSL,2000,T2,,
integrate,NGSL,2000,T2,,
intellectual,NGSL,2000,T2,,
intelligence,NGSL,2000,T2,,
intend,NGSL,2000,T2,,
intention,NGSL,2000,T2,,
interaction,NGSL,2000,T2,,
internal,NGSL,2000,T2,,
interpretation,NGSL,2000,T2,,
introduction,NGSL,2000,T2,,
invest,NGSL,2000,T2,,
investigate,NGSL,2000,T2,,
investigation,NGSL,2000,T2,,
investor,NGSL,2000,T2,,
invite,NGSL,2000,T2,,
island,NGSL,2000,T2,,
joint,NGSL,2000,T2,,
joke,NGSL,2000,T2,,
journalist,NGSL,2000,T2,,
journey,NGSL,2000,T2,,
judgment,NGSL,2000,T2,,
jump,NGSL,2000,T2,,
justice,NGSL,2000,T2,,
kick,NGSL,2000,T2,,
king,NGSL,2000,T2,,
kiss,NGSL,2000,T2,,
kitchen,NGSL,2000,T2,,
knock,NGSL,2000,T2,,
label,NGSL,2000,T2,,
labor,NGSL,2000,T2,,
lady,NGSL,2000,T2,,
lake,NGSL,2000,T2,,
landscape,NGSL,2000,T2,,
largely,NGSL,2000,T2,,
latter,NGSL,2000,T2,,
launch,NGSL,2000,T2,,
lawyer,NGSL,2000,T2,,
lay,NGSL,2000,T2,,
leadership,NGSL,2000,T2,,
lean,NGSL,2000,T2,,
left,NGSL,2000,T2,,
leg,NGSL,2000,T2,,
legislation,NGSL,2000,T2,,
length,NGSL,2000,T2,,
lesson,NGSL,2000,T2,,
liberal,NGSL,2000,T2,,
library,NGSL,2000,T2,,
license,NGSL,2000,T2,,
lift,NGSL,2000,T2,,
literature,NGSL,2000,T2,,
load,NGSL,2000,T2,,
loan,NGSL,2000,T2,,
locate,NGSL,2000,T2,,
location,NGSL,2000,T2,,
lock,NGSL,2000,T2,,
lovely,NGSL,2000,T2,,
luck,NGSL,2000,T2,,
lucky,NGSL,2000,T2,,
lunch,NGSL,2000,T2,,
mail,NGSL,2000,T2,,
mainly,NGSL,2000,T2,,
majority,NGSL,2000,T2,,
manner,NGSL,2000,T2,,
manufacture,NGSL,2000,T2,,
manufacturer,NGSL,2000,T2,,
map,NGSL,2000,T2,,
marriage,NGSL,2000,T2,,
mass,NGSL,2000,T2,,
massive,NGSL,2000,T2,,
master,NGSL,2000,T2,,
mathematics,NGSL,2000,T2,,
maximum,NGSL,2000,T2,,
meal,NGSL,2000,T2,,
meanwhile,NGSL,2000,T2,,
meat,NGSL,2000,T2,,
mechanism,NGSL,2000,T2,,
medical,NGSL,2000,T2,,
medicine,NGSL,2000,T2,,
mental,NGSL,2000,T2,,
merely,NGSL,2000,T2,,
metal,NGSL,2000,T2,,
milk,NGSL,2000,T2,,
minimum,NGSL,2000,T2,,
minister,NGSL,2000,T2,,
minor,NGSL,2000,T2,,
minority,NGSL,2000,T2,,
mission,NGSL,2000,T2,,
mistake,NGSL,2000,T2,,
mix,NGSL,2000,T2,,
mobile,NGSL,2000,T2,,
monitor,NGSL,2000,T2,,
moral,NGSL,2000,T2,,
moreover,NGSL,2000,T2,,
mostly,NGSL,2000,T2,,
motion,NGSL,2000,T2,,
mountain,NGSL,2000,T2,,
mouse,NGSL,2000,T2,,
mouth,NGSL,2000,T2,,
multiple,NGSL,2000,T2,,
murder,NGSL,2000,T2,,
museum,NGSL,2000,T2,,
musical,NGSL,2000,T2,,
narrow,NGSL,2000,T2,,
native,NGSL,2000,T2,,
nearby,NGSL,2000,T2,,
necessarily,NGSL,2000,T2,,
neck,NGSL,2000,T2,,
negative,NGSL,2000,T2,,
negotiate,NGSL,2000,T2,,
negotiation,NGSL,2000,T2,,
neighbor,NGSL,2000,T2,,
neighborhood,NGSL,2000,T2,,
neither,NGSL,2000,T2,,
net,NGSL,2000,T2,,
nevertheless,NGSL,2000,T2,,
nobody,NGSL,2000,T2,,
noise,NGSL,2000,T2,,
none,NGSL,2000,T2,,
normally,NGSL,2000,T2,,
north,NGSL,2000,T2,,
northern,NGSL,2000,T2,,
notion,NGSL,2000,T2,,
novel,NGSL,2000,T2,,
nuclear,NGSL,2000,T2,,
nurse,NGSL,2000,T2,,
objective,NGSL,2000,T2,,
observation,NGSL,2000,T2,,
observe,NGSL,2000,T2,,
obvious,NGSL,2000,T2,,
occasion,NGSL,2000,T2,,
occupy,NGSL,2000,T2,,
odd,NGSL,2000,T2,,
online,NGSL,2000,T2,,
onto,NGSL,2000,T2,,
oppose,NGSL,2000,T2,,
opposite,NGSL,2000,T2,,
opposition,NGSL,2000,T2,,
ordinary,NGSL,2000,T2,,
origin,NGSL,2000,T2,,
originally,NGSL,2000,T2,,
otherwise,NGSL,2000,T2,,
ought,NGSL,2000,T2,,
ourselves,NGSL,2000,T2,,
outcome,NGSL,2000,T2,,
outline,NGSL,2000,T2,,
output,NGSL,2000,T2,,
overall,NGSL,2000,T2,,
owner,NGSL,2000,T2,,
pack,NGSL,2000,T2,,
package,NGSL,2000,T2,,
pain,NGSL,2000,T2,,
pair,NGSL,2000,T2,,
panel,NGSL,2000,T2,,
participant,NGSL,2000,T2,,
participate,NGSL,2000,T2,,
partly,NGSL,2000,T2,,
partner,NGSL,2000,T2,,
passage,NGSL,2000,T2,,
passenger,NGSL,2000,T2,,
path,NGSL,2000,T2,,
payment,NGSL,2000,T2,,
peace,NGSL,2000,T2,,
peak,NGSL,2000,T2,,
percentage,NGSL,2000,T2,,
perfect,NGSL,2000,T2,,
perfectly,NGSL,2000,T2,,
permanent,NGSL,2000,T2,,
permit,NGSL,2000,T2,,
personality,NGSL,2000,T2,,
personally,NGSL,2000,T2,,
perspective,NGSL,2000,T2,,
phase,NGSL,2000,T2,,
photo,NGSL,2000,T2,,
photograph,NGSL,2000,T2,,
phrase,NGSL,2000,T2,,
physical,NGSL,2000,T2,,
pilot,NGSL,2000,T2,,
plain,NGSL,2000,T2,,
plane,NGSL,2000,T2,,
plastic,NGSL,2000,T2,yes,自由な形にできる、塑像できる、可塑性の
plate,NGSL,2000,T2,,
pleasure,NGSL,2000,T2,,
plenty,NGSL,2000,T2,,
plot,NGSL,2000,T2,,
plus,NGSL,2000,T2,,
pocket,NGSL,2000,T2,,
politician,NGSL,2000,T2,,
politics,NGSL,2000,T2,,
poll,NGSL,2000,T2,,
pool,NGSL,2000,T2,,
pop,NGSL,2000,T2,,
possibly,NGSL,2000,T2,,
powerful,NGSL,2000,T2,,
practical,NGSL,2000,T2,,
predict,NGSL,2000,T2,,
premise,NGSL,2000,T2,,
presence,NGSL,2000,T2,,
presentation,NGSL,2000,T2,,
preserve,NGSL,2000,T2,,
presidential,NGSL,2000,T2,,
prevent,NGSL,2000,T2,,
previously,NGSL,2000,T2,,
primarily,NGSL,2000,T2,,
primary,NGSL,2000,T2,,
prime,NGSL,2000,T2,,
principal,NGSL,2000,T2,,
principle,NGSL,2000,T2,,
print,NGSL,2000,T2,,
prior,NGSL,2000,T2,,
priority,NGSL,2000,T2,,
prison,NGSL,2000,T2,,
procedure,NGSL,2000,T2,,
proceed,NGSL,2000,T2,yes,売上、収益
producer,NGSL,2000,T2,,
professor,NGSL,2000,T2,,
progress,NGSL,2000,T2,,
promote,NGSL,2000,T2,,
proper,NGSL,2000,T2,,
properly,NGSL,2000,T2,,
proportion,NGSL,2000,T2,,
prospect,NGSL,2000,T2,,
protection,NGSL,2000,T2,,
protein,NGSL,2000,T2,,
protest,NGSL,2000,T2,,
proud,NGSL,2000,T2,,
provision,NGSL,2000,T2,,
pursue,NGSL,2000,T2,,
qualify,NGSL,2000,T2,,
quick,NGSL,2000,T2,,
quiet,NGSL,2000,T2,,
quote,NGSL,2000,T2,,
radio,NGSL,2000,T2,,
rain,NGSL,2000,T2,,
rank,NGSL,2000,T2,,
rapidly,NGSL,2000,T2,,
rare,NGSL,2000,T2,,
reaction,NGSL,2000,T2,,
reader,NGSL,2000,T2,,
reality,NGSL,2000,T2,,
reasonable,NGSL,2000,T2,,
recall,NGSL,2000,T2,,
recommend,NGSL,2000,T2,,
recommendation,NGSL,2000,T2,,
recover,NGSL,2000,T2,,
